Generic node info per pod:
	Node:bramega380.internal.domain - Has no CPU requests for Pod:argo-events-controller-manager-7dd45798b7-smtqh | Container:controller-manager
	argo-workflows-workflow-controller-6b996f7c4b-8dsd5 
		controller [workflow-controller:v3.5.8] | CPU:None/None | MEM:None/None
	calico-node-v87d9 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-mxw7x 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	cert-manager-cainjector-d9cdd94b5-bdd6d 
		cert-manager [cert-manager-cainjector:v1.8.2] | CPU:None/None | MEM:None/None
	consul-consul-s9w48 
		consul [consul:1.10.0] | CPU:100m/100m | MEM:100Mi/100Mi
	consul-consul-server-1 
		consul [consul:1.10.0] | CPU:100m/1 | MEM:128Mi/1Gi
	couchbase-operator-couchbase-operator-dc9f8984b-rf4k7 
		couchbase-operator [operator:2.7.0] | CPU:None/None | MEM:None/None
	powerstore-node-njq4f 
		driver [csi-powerstore:v2.14.0] | CPU:None/None | MEM:None/None
		registrar [csi-node-driver-registrar:v2.13.0] | CPU:None/None | MEM:None/None
	gpas-container-blue-zone-a-5 
		sync-sidecar [gpas-engines-downloader:0.3.16] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-container [gpas-container:10.X.X.X] | CPU:8/8 | MEM:28Gi/28Gi | JAVA_OPTS:-Xms6G -Xmx6G
	gpas-core-blue-777884f8b4-xdj6j 
		git-checkout [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-core [gpas-core:10.X.X.X] | CPU:8/8 | MEM:24Gi/24Gi | JAVA_OPTS:-Xms12G -Xmx12G
	gpas-couchbase-0004 
		couchbase-server [server:enterprise-7.2.5] | CPU:16/16 | MEM:64Gi/64Gi
		metrics [exporter:1.0.5] | CPU:None/None | MEM:None/None
	gpas-couchlabs-exporter-574965f98d-twzmd 
		prometheus-couchlabs-exporter [couchlabs_exporter:v1.0.1] | CPU:None/None | MEM:None/None
	popgpas-sentinel-exporter-8688799f4c-zn4vd 
		popgpas-sentinel-exporter [redis-exporter:1.62.0-debian-12-r3] | CPU:10m/100m | MEM:64Mi/256Mi | JAVA_OPTS:-Xms512m -Xmx512m
	istio-ingressgateway-private-6bjht 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-privil-4sc8b 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-public-gtt94 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istiod-645f694fd-6rxgx 
		discovery [pilot:1.24.0-distroless] | CPU:500m/None | MEM:2Gi/None
	docker-registry-6d7b9cfbd6-gpqrb 
		nginx [nginx:1.21.5-debian-10-r3] | CPU:None/None | MEM:None/None
		docker-registry [registry:2] | CPU:300m/2 | MEM:5Gi/5Gi
	kube-proxy-bramega380.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	kubernetes-dashboard-5f478c6b46-x4dkp 
		kubernetes-dashboard [dashboard:v2.7.0] | CPU:100m/2 | MEM:200Mi/512Mi
		dashboard-metrics-scraper [metrics-scraper:v1.0.9] | CPU:None/None | MEM:None/None
	elasticsearch-master-13 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-15 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-25 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-33 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-36 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-4 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	fluent-bit-5bh7n 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	logstash-aio-logstash-2 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	mongodb-1 
		mongodb [mongodb:8.0.10-debian-12-r0] | CPU:4/4 | MEM:8Gi/8Gi
		metrics [mongodb-exporter:0.45.0-debian-12-r1] | CPU:100m/150m | MEM:128Mi/192Mi
	monitoring-grafana-image-renderer-5db5c9c7c4-gzq26 
		grafana-image-renderer [grafana-image-renderer:3.11.0] | CPU:50m/2 | MEM:2Gi/2Gi
	monitoring-prometheus-node-exporter-86kzp 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	prometheus-adapter-797dbcfcb5-twqxz 
		prometheus-adapter [k8s-prometheus-adapter-amd64:v0.8.4] | CPU:100m/1 | MEM:1Gi/2Gi
	prometheus-pushgateway-58c8577b88-vnb7l 
		pushgateway [pushgateway:v1.5.1] | CPU:None/None | MEM:None/None
	vm-single-gpas-server-0 
		vm-single-gpas-server [victoria-metrics:v1.96.0] | CPU:500m/2 | MEM:2Gi/8Gi
	vmcluster-victoria-metrics-cluster-vmstorage-0 
		victoria-metrics-cluster-vmstorage [vmstorage:v1.96.0-cluster] | CPU:100m/1 | MEM:8Gi/12Gi
	ms-wallet-25-5-0-22-84c844cf48-z65s6 
		ms-wallet [ms-wallet:10.X.X.X] | CPU:500m/1 | MEM:2Gi/2Gi | JAVA_OPTS:-Xms1400m -Xmx1400m
	pop-greentube-25-6-0-7-dbb9765dc-lch9g 
		pop-greentube [pop-mvc-greentube:10.X.X.X] | CPU:1/2 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-launcher-25-6-0-20-57d9f48549-74t4h 
		pop-launcher [pop-mvc-launcher:10.X.X.X] | CPU:1/2 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms1536m -Xmx1536m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-mp-67684b6688-mwdnz 
		pop-mp [pop-mp:23.9.6] | CPU:2/2 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3512m -Xmx3512m
	pop-perfmock-5797dc7bff-ptbhc 
		pop-perfmock [perfmock:b2f40ae] | CPU:1/1 | MEM:256Mi/1Gi
	pop-router-8cc55d58d-k9q4p 
		pop-router [pop-mvc-router:10.X.X.X] | CPU:8/8 | MEM:11Gi/11Gi | JAVA_OPTS:-Xms8g -Xmx8g
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-6mj6r 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-rhhjv 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	fluentd-node-sjr76 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
bramega390.internal.domain (rke2):
	*****PODS******
	argocd-repo-server-644dbbf754-cw7l2 
		repo-server [argocd-sops:v2.10.7] | CPU:100m/None | MEM:1Gi/1Gi
	calico-node-5s5nd 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	calico-typha-95cbc4fc9-5lbv2 
		calico-typha [typha:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-vcztn 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	consul-consul-b6qhd 
		consul [consul:1.10.0] | CPU:100m/100m | MEM:100Mi/100Mi
	couchbase-operator-couchbase-admission-controller-5f8bd5f5cdtgg 
		couchbase-operator [admission-controller:2.7.0] | CPU:None/None | MEM:None/None
	karavi-metrics-powerstore-7c8f4775b7-qj7js 
		karavi-metrics-powerstore [csm-metrics-powerstore:v1.12.0] | CPU:None/None | MEM:None/None
	karavi-topology-6f44864d99-285sh 
		karavi-topology [csm-topology:v1.12.0] | CPU:None/None | MEM:None/None
	otel-collector-5d7f4db8f7-j6dq8 
		nginx-proxy [nginx-unprivileged:1.27] | CPU:None/None | MEM:None/None
		otel-collector [opentelemetry-collector:0.125.0] | CPU:None/None | MEM:None/None
	powerstore-node-v2wnl 
		driver [csi-powerstore:v2.14.0] | CPU:None/None | MEM:None/None
		registrar [csi-node-driver-registrar:v2.13.0] | CPU:None/None | MEM:None/None
	gpas-back-6684885596-8d4xm 
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-back [gpas-back:10.X.X.X] | CPU:2/2 | MEM:8Gi/8Gi | JAVA_OPTS:-Xms4G -Xmx4G
	gpas-container-blue-zone-a-4 
		sync-sidecar [gpas-engines-downloader:0.3.16] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-container [gpas-container:10.X.X.X] | CPU:8/8 | MEM:28Gi/28Gi | JAVA_OPTS:-Xms6G -Xmx6G
	gpas-core-blue-777884f8b4-fsc76 
		git-checkout [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-core [gpas-core:10.X.X.X] | CPU:8/8 | MEM:24Gi/24Gi | JAVA_OPTS:-Xms12G -Xmx12G
	gpas-couchbase-0009 
		couchbase-server [server:enterprise-7.2.5] | CPU:16/16 | MEM:64Gi/64Gi
		metrics [exporter:1.0.5] | CPU:None/None | MEM:None/None
	gpas-forfun-76d5548d44-dqzjx 
		core-logrotate [logrotate-tool:0.1] | CPU:None/None | MEM:None/None
		gpas-forfun [forfun:10.X.X.X] | CPU:2/2 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms1508m -Xmx1508m
	istio-ingressgateway-private-ph2cs 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-privil-8cn78 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	istio-ingressgateway-public-v6tr5 
		istio-proxy [proxyv2:1.24.0-distroless] | CPU:1/2 | MEM:1Gi/1Gi
	kiali-74989dbf4f-qft65 
		kiali [kiali:v2.7.1] | CPU:10m/None | MEM:64Mi/1Gi
	kube-proxy-bramega390.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	elasticsearch-master-1 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-14 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-18 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-22 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-26 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	elasticsearch-master-38 
		elasticsearch [elasticsearch:7.17.16] | CPU:4/4 | MEM:16Gi/16Gi | JAVA_OPTS:-Xms8g -Xmx8g
	fluent-bit-wsdpl 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	kubernetes-events-67cb567d55-6745s 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/200m | MEM:None/None
	logstash-aio-logstash-0 
		logstash [logstash:7.17.16] | CPU:4/4 | MEM:5Gi/8Gi | JAVA_OPTS:-Xms4096m -Xmx4096m
	monitoring-grafana-0 
		grafana [grafana_original:10.4.4] | CPU:300m/1 | MEM:1Gi/4Gi
		dashboards-downloader [pg_tools:0.0.3] | CPU:None/None | MEM:None/None
	monitoring-prometheus-node-exporter-8zktk 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	pop-release-status-29183675-hwfvj 
		main [pg_tools:0.0.3] | CPU:1/1 | MEM:512Mi/512Mi
	pop-perfmock-5797dc7bff-txxld 
		pop-perfmock [perfmock:b2f40ae] | CPU:1/1 | MEM:256Mi/1Gi
	pop-push-25-6-0-15-585fbcbf69-hmbsz 
		pop-push [pop-mvc-push:10.X.X.X] | CPU:2/4 | MEM:3Gi/3Gi | JAVA_OPTS:-Xms2048m -Xmx2048m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-sg-25-6-0-7-76df546486-fqrzd 
		pop-sg [pop-mvc-sg:10.X.X.X] | CPU:500m/1 | MEM:1Gi/1Gi | JAVA_OPTS:-Xms512m -Xmx512m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-system-6c759f7c7b-rnrb6 
		pop-system [pop-mvc-system:10.X.X.X] | CPU:500m/500m | MEM:1Gi/1Gi | JAVA_OPTS:-Xms512m -Xmx512m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-cmxqs 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	pop-wallet-25-6-0-16-7566b9db59-rqv9g 
		pop-wallet [pop-mvc-wallet:10.X.X.X] | CPU:2/4 | MEM:4Gi/4Gi | JAVA_OPTS:-Xms3072m -Xmx3072m
		pop-gc-logs-collector [pg_tools:0.0.3] | CPU:20m/200m | MEM:128Mi/512Mi
	fluentd-node-454g5 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	alertmanager-calico-node-alertmanager-1 
		alertmanager [alertmanager:v3.21.0-1.0] | CPU:None/None | MEM:200Mi/None
		config-reloader [prometheus-config-reloader:v0.53.0] | CPU:100m/100m | MEM:50Mi/50Mi
	tigera-apiserver-6f7b6767b-tddw5 
		calico-apiserver [cnx-apiserver:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		tigera-queryserver [cnx-queryserver:v3.21.0-1.0] | CPU:None/None | MEM:None/None
site-alpha-pop-k8s-master-01.internal.domain (rke2):
	*****PODS******
	calico-node-5pw8k 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-4rphk 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	system-upgrade-controller-6f86d6d4df-h4bh4 
		system-upgrade-controller [system-upgrade-controller:v0.13.1] | CPU:None/None | MEM:None/None
	cloud-controller-manager-site-alpha-pop-k8s-master-01.internal.domain 
		cloud-controller-manager [rke2-cloud-provider:v1.28.15-0.XXXXXXXXXXXX52-XXXXXXXXXXXX-build20241016] | CPU:100m/None | MEM:128Mi/None
	etcd-site-alpha-pop-k8s-master-01.internal.domain 
		etcd [hardened-etcd:v3.5.13-k3s1-build20240910] | CPU:200m/None | MEM:512Mi/None
	kube-apiserver-site-alpha-pop-k8s-master-01.internal.domain 
		kube-apiserver [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:1Gi/None
	kube-controller-manager-site-alpha-pop-k8s-master-01.internal.domain 
		kube-controller-manager [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:200m/None | MEM:256Mi/None
	kube-proxy-site-alpha-pop-k8s-master-01.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	kube-scheduler-site-alpha-pop-k8s-master-01.internal.domain 
		kube-scheduler [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:100m/None | MEM:128Mi/None
	rke2-coredns-rke2-coredns-76f6bd7996-5qxps 
		coredns [hardened-coredns:v1.11.3-build20241018] | CPU:100m/100m | MEM:128Mi/128Mi
	rke2-coredns-rke2-coredns-autoscaler-55669b94d6-nzwbg 
		autoscaler [hardened-cluster-autoscaler:v1.8.11-build20241014] | CPU:25m/100m | MEM:16Mi/64Mi
	fluent-bit-929g5 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	monitoring-prometheus-node-exporter-bldz6 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	fluentd-node-8ff9d 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
site-alpha-pop-k8s-master-02.internal.domain (rke2):
	*****PODS******
	calico-node-4qpd8 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	calico-typha-95cbc4fc9-zqf9m 
		calico-typha [typha:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-9d7hz 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	cloud-controller-manager-site-alpha-pop-k8s-master-02.internal.domain 
		cloud-controller-manager [rke2-cloud-provider:v1.28.15-0.XXXXXXXXXXXX52-XXXXXXXXXXXX-build20241016] | CPU:100m/None | MEM:128Mi/None
	etcd-site-alpha-pop-k8s-master-02.internal.domain 
		etcd [hardened-etcd:v3.5.13-k3s1-build20240910] | CPU:200m/None | MEM:512Mi/None
	kube-apiserver-site-alpha-pop-k8s-master-02.internal.domain 
		kube-apiserver [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:1Gi/None
	kube-controller-manager-site-alpha-pop-k8s-master-02.internal.domain 
		kube-controller-manager [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:200m/None | MEM:256Mi/None
	kube-proxy-site-alpha-pop-k8s-master-02.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	kube-scheduler-site-alpha-pop-k8s-master-02.internal.domain 
		kube-scheduler [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:100m/None | MEM:128Mi/None
	fluent-bit-52d9k 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	monitoring-prometheus-node-exporter-4khcx 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	fluentd-node-prxrl 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	tigera-operator-767b668b49-jqws5 
		tigera-operator [operator:v1.37.1] | CPU:None/None | MEM:None/None
site-alpha-pop-k8s-master-03.internal.domain (rke2):
	*****PODS******
	calico-node-mvp8j 
		calico-node [cnx-node:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	calico-typha-95cbc4fc9-hjldq 
		calico-typha [typha:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	csi-node-driver-vk7vh 
		calico-csi [csi:v3.21.0-1.0] | CPU:None/None | MEM:None/None
		csi-node-driver-registrar [node-driver-registrar:v3.21.0-1.0] | CPU:None/None | MEM:None/None
	cattle-cluster-agent-56dc7749f4-n4nv9 
		cluster-register [rancher-agent:v2.8.5] | CPU:None/None | MEM:None/None
	cloud-controller-manager-site-alpha-pop-k8s-master-03.internal.domain 
		cloud-controller-manager [rke2-cloud-provider:v1.28.15-0.XXXXXXXXXXXX52-XXXXXXXXXXXX-build20241016] | CPU:100m/None | MEM:128Mi/None
	etcd-site-alpha-pop-k8s-master-03.internal.domain 
		etcd [hardened-etcd:v3.5.13-k3s1-build20240910] | CPU:200m/None | MEM:512Mi/None
	kube-apiserver-site-alpha-pop-k8s-master-03.internal.domain 
		kube-apiserver [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:1Gi/None
	kube-controller-manager-site-alpha-pop-k8s-master-03.internal.domain 
		kube-controller-manager [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:200m/None | MEM:256Mi/None
	kube-proxy-site-alpha-pop-k8s-master-03.internal.domain 
		kube-proxy [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:250m/None | MEM:128Mi/None
	kube-scheduler-site-alpha-pop-k8s-master-03.internal.domain 
		kube-scheduler [hardened-kubernetes:v1.28.15-rke2r1-build20241023] | CPU:100m/None | MEM:128Mi/None
	fluent-bit-2rm5f 
		fluent-bit [fluent-bit:3.0.4] | CPU:10m/2 | MEM:100Mi/8Gi
	monitoring-prometheus-node-exporter-d2wrn 
		node-exporter [node-exporter:v1.0.1] | CPU:None/None | MEM:None/None
	fluentd-node-pmxqm 
		fluentd [fluentd:v3.21.0-1.0] | CPU:None/None | MEM:None/None
